Feature Type,Alpha,Gamma,Polynomial Dimension,Protos per dimension,Epsilon,Simulations,MIN,MAX,Delta,Mean,STDEV
NRB,0.125,1.0,2,27,0.25,992,161,811,650,290.93245967741933,77.70315630199339
NRB,0.1,0.9,2,27,0.75,999,163,275,112,179.56656656656656,12.920030095889123
NRB,0.125,0.9,2,18,0.25,1000,144,237,93,189.788,23.871382425383306
NRB,0.075,1.0,2,52,0.75,1000,181,489,308,292.324,45.44255769705365
NRB,0.125,0.99,2,52,0.75,1000,163,419,256,236.62,45.94490760176295
NRB,0.1,0.9,2,18,0.5,1000,135,278,143,218.2,37.394870990235766
NRB,0.05,0.95,2,18,0.25,1000,167,319,152,262.796,27.837588173462787
NRB,0.4,1.0,2,27,0.5,998,185,289,104,209.46593186372746,17.899651792317787
NRB,0.125,0.8,2,18,0.5,1000,152,364,212,244.054,40.473858442422035
NRB,0.025,1.0,2,21,0.5,984,202,768,566,246.2581300813008,51.787031952929524
NRB,0.05,0.95,2,18,0.5,1000,143,337,194,229.542,49.41185857431157
NRB,0.2,0.99,2,21,0.5,994,160,761,601,242.5281690140845,30.67104008945225
NRB,0.025,0.8,2,12,0.5,1000,143,240,97,198.728,34.28979156842173
NRB,0.05,1.0,2,12,0.25,1000,112,182,70,146.499,21.430848799809127
NRB,0.2,0.8,2,36,0.5,1000,252,388,136,291.927,27.7584618306419
NRB,0.175,0.95,2,21,0.75,992,137,665,528,225.18548387096774,34.21121948742979
NRB,0.1,1.0,2,8,0.25,1000,157,289,132,171.294,20.62947258509386
NRB,0.075,0.9,2,21,0.25,984,207,573,366,286.9552845528455,45.29074193143924
NRB,0.075,0.99,2,12,0.5,1000,173,211,38,195.036,13.261771321304654
NRB,0.175,0.8,2,36,0.5,1000,117,305,188,215.46,44.60275558534255
NRB,0.125,0.8,2,18,0.75,1000,147,169,22,161.424,5.526551073388064
NRB,0.175,1.0,2,27,0.5,999,160,384,224,255.76376376376376,47.689693456471204
NRB,0.01,0.9,2,12,0.75,1000,148,231,83,188.653,25.599060586336034
NRB,0.2,0.99,2,12,0.5,1000,141,250,109,173.64,37.315665059849316
NRB,0.125,1.0,2,21,0.75,992,179,497,318,274.8961693548387,31.6350006294767
NRB,0.4,0.9,2,36,0.75,1000,166,233,67,201.465,20.241454777053242
NRB,0.175,0.95,2,8,0.25,999,176,302,126,220.48048048048048,28.048579554041023
NRB,0.05,0.9,2,21,0.25,988,167,566,399,253.62854251012146,55.43091463219525
NRB,0.1,0.99,2,36,0.75,1000,158,296,138,225.709,28.134567223841792
NRB,0.1,0.8,2,21,0.5,974,120,361,241,149.0195071868583,18.846887512913337
NRB,0.175,1.0,2,12,0.5,1000,163,328,165,231.377,24.509990016534292
NRB,0.1,0.99,2,18,0.5,1000,122,298,176,187.935,56.50043428217233
NRB,0.175,0.99,2,21,0.5,996,148,494,346,204.34738955823292,46.035815238095125
NRB,0.075,1.0,2,8,0.75,1000,170,283,113,230.137,34.50369162474844
NRB,0.4,0.95,2,21,0.25,997,193,558,365,225.90772316950853,18.58729298131084
NRB,0.4,0.99,2,52,0.75,1000,159,267,108,201.273,26.68491250792394
NRB,0.2,1.0,2,27,0.5,996,127,325,198,205.39357429718876,46.164657443327805
NRB,0.15,0.9,2,27,0.5,1000,129,359,230,194.189,34.74980327754141
NRB,0.175,0.99,2,18,0.25,1000,158,241,83,182.57,25.820142907810943
NRB,0.05,1.0,2,12,0.25,1000,157,355,198,245.551,48.084816195432715
NRB,0.5,0.95,2,36,0.25,1000,193,356,163,237.039,27.946349984881344
NRB,0.05,0.9,2,12,0.75,1000,132,204,72,170.466,22.622657417479243
NRB,0.2,0.99,2,27,0.25,998,144,503,359,229.84669338677355,65.6853044581011
NRB,0.15,0.99,2,12,0.25,1000,153,164,11,158.018,3.317028591778895
NRB,0.175,1.0,2,12,0.5,1000,156,277,121,243.756,25.2088466604474
NRB,0.025,0.8,2,36,0.75,1000,202,428,226,299.775,32.474373896350336
NRB,0.175,0.9,2,21,0.5,977,160,1049,889,193.42067553735927,51.8421914061229
NRB,0.175,0.99,2,36,0.75,1000,190,307,117,249.512,32.22313122876463
NRB,0.175,0.99,2,36,0.5,999,162,367,205,229.7847847847848,50.62846246086317
NRB,0.125,0.99,2,18,0.5,1000,165,318,153,251.036,32.070503912804696
NRB,0.1,0.95,2,27,0.5,996,155,682,527,212.47791164658634,45.235536726903995
NRB,0.075,0.99,2,36,0.5,1000,168,548,380,307.841,63.90780802786876
NRB,0.125,1.0,2,27,0.75,991,136,374,238,236.255297679112,51.27421241003984
NRB,0.175,0.99,2,52,0.75,1000,125,470,345,227.962,38.39524385585734
NRB,0.15,0.8,2,18,0.25,1000,220,381,161,280.715,46.54574396527873
NRB,0.05,0.8,2,12,0.5,1000,152,205,53,176.76,14.904245587634971
NRB,0.125,0.95,2,12,0.5,1000,150,217,67,180.764,21.490512933528276
NRB,0.4,0.99,2,18,0.5,1000,168,320,152,191.23,20.496321601672804
NRB,0.4,0.8,2,52,0.25,1000,209,504,295,301.395,53.1041337752912
NRB,0.1,0.8,2,8,0.75,1000,169,470,301,257.818,59.4501235759287
NRB,0.125,0.99,2,18,0.5,1000,140,270,130,216.903,22.415308095965067
NRB,0.025,0.95,2,18,0.75,1000,160,286,126,196.552,34.90928177367667
NRB,0.2,0.95,2,27,0.25,997,165,818,653,281.71514543630894,33.3551399750463
NRB,0.5,1.0,2,18,0.25,1000,224,363,139,254.816,32.8093980530061
NRB,0.01,0.99,2,21,0.75,987,167,427,260,218.18034447821682,41.37578123126919
NRB,0.1,0.95,2,12,0.5,1000,162,228,66,183.622,22.95665751201869
NRB,0.125,0.8,2,8,0.5,1000,203,371,168,244.502,37.89144702644329
NRB,0.025,0.95,2,8,0.25,1000,121,389,268,127.173,24.18085574963766
NRB,0.025,0.95,2,8,0.5,1000,110,133,23,116.189,5.125773361411189
NRB,0.01,0.95,2,12,0.75,1000,119,236,117,193.826,31.426124885599965
NRB,0.1,0.8,2,12,0.5,1000,155,262,107,189.005,38.29759366697444
NRB,0.125,0.8,2,18,0.75,1000,144,214,70,188.796,22.818086007574102
NRB,0.1,0.9,2,18,0.25,1000,170,789,619,287.28,66.74625579508309
NRB,0.1,0.8,2,18,0.75,1000,117,293,176,177.997,32.008491600425884
NRB,0.075,0.9,2,18,0.5,1000,151,231,80,169.795,21.16012111793611
NRB,0.025,0.9,2,8,0.25,1000,157,182,25,165.912,6.680635215822436
NRB,0.05,0.95,2,8,0.5,1000,119,246,127,194.778,42.11180499717532
NRB,0.1,0.99,2,52,0.75,1000,160,425,265,283.541,53.69241281777337
NRB,0.025,1.0,2,12,0.5,1000,159,272,113,168.494,19.158157505329132
NRB,0.1,0.9,2,36,0.75,1000,147,270,123,199.752,35.309534962376084
NRB,0.125,0.95,2,8,0.5,1000,195,231,36,217.032,13.522863744186875
NRB,0.075,0.99,2,18,0.75,1000,146,288,142,174.162,29.9966590732294
NRB,0.1,0.8,2,52,0.75,999,167,437,270,278.82382382382383,46.91822281648686
NRB,0.01,0.9,2,8,0.75,996,192,337,145,260.23895582329317,47.705389100817094
NRB,0.2,0.9,2,36,0.5,999,181,454,273,254.43643643643642,50.69735849163912
NRB,0.05,1.0,2,12,0.25,1000,150,228,78,174.192,12.834245355838178
NRB,0.1,0.99,2,8,0.25,1000,145,169,24,153.916,6.628188053825636
NRB,0.2,1.0,2,21,0.5,989,177,681,504,204.3670374115268,39.29203653464779
NRB,0.15,0.9,2,21,0.5,995,164,307,143,242.80603015075377,19.787237615539425
NRB,0.15,0.99,2,18,0.25,1000,153,250,97,197.212,31.290064303611203
NRB,0.15,0.99,2,8,0.25,1000,156,277,121,232.279,29.71619442679717
NRB,0.125,0.9,2,18,0.75,1000,137,318,181,228.153,29.63416566692531
NRB,0.1,0.9,2,18,0.25,1000,115,232,117,155.94,32.13719339331298
NRB,0.5,0.9,2,36,0.25,1000,154,356,202,239.115,34.017862807501444
NRB,0.175,1.0,2,8,0.5,1000,215,1332,1117,299.858,149.71875480894684
NRB,0.2,0.99,2,18,0.25,996,125,259,134,203.109437751004,30.592032188993308
NRB,0.01,0.95,2,12,0.5,1000,222,245,23,234.345,5.445882172121669
NRB,0.01,0.8,2,21,0.75,987,159,533,374,188.5339412360689,24.361493511152112
NRB,0.4,0.9,2,36,0.25,1000,166,328,162,239.859,42.82058759197171
NRB,0.5,0.8,2,52,0.75,1000,164,332,168,196.236,24.226126582869355
NRB,0.05,0.99,2,18,0.75,1000,167,217,50,201.818,15.701701163231307
NRB,0.125,0.9,2,21,0.75,989,145,831,686,187.74620829120323,43.755940004867995
NRB,0.15,0.9,2,36,0.75,1000,121,230,109,163.9,25.125271725481483
NRB,0.5,0.9,2,36,0.75,1000,153,396,243,274.58,65.28986419319898
NRB,0.1,0.9,2,18,0.75,1000,124,291,167,184.33,46.19581315609839
NRB,0.025,0.95,2,21,0.75,982,150,337,187,181.07637474541752,26.030039728967658
NRB,0.05,1.0,2,12,0.5,1000,159,221,62,186.437,20.421779552234916
NRB,0.4,0.8,2,27,0.25,1000,209,339,130,265.027,26.264502567059882
NRB,0.2,0.99,2,18,0.25,1000,169,366,197,218.14,36.438800559104386
NRB,0.01,0.8,2,12,0.5,1000,144,153,9,148.219,1.8532332485344292
NRB,0.175,0.9,2,36,0.75,1000,120,219,99,186.265,29.502969345477755
NRB,0.05,0.95,2,21,0.75,981,153,605,452,204.4658511722732,26.359138639388064
NRB,0.15,1.0,2,12,0.25,1000,137,216,79,168.551,25.669521291277
NRB,0.125,0.9,2,52,0.75,1000,165,329,164,272.137,40.83966343040928
NRB,0.1,1.0,2,21,0.25,989,204,1023,819,271.670374115268,69.88879644393774
NRB,0.05,0.9,2,12,0.75,1000,161,214,53,182.693,16.57611288929098
NRB,0.05,0.95,2,12,0.25,1000,192,203,11,198.471,2.2387878798964342
NRB,0.1,0.8,2,52,0.75,1000,162,363,201,229.629,54.04683542465201
NRB,0.175,0.8,2,12,0.25,1000,172,693,521,300.167,98.73881944537045
NRB,0.15,0.9,2,12,0.75,1000,157,296,139,248.658,40.47158243737184
NRB,0.2,0.99,2,36,0.5,1000,157,275,118,235.276,26.742756009787005
NRB,0.15,1.0,2,18,0.5,1000,174,326,152,259.957,40.99380005125949
NRB,0.075,0.95,2,36,0.75,1000,160,306,146,191.324,27.681822687592437
NRB,0.5,0.8,2,27,0.25,1000,169,289,120,256.059,15.989408374926828
NRB,0.025,0.9,2,12,0.75,1000,93,283,190,184.96,53.886158873296196
NRB,0.5,0.99,2,12,0.5,1000,261,282,21,273.73,4.075746767368124
NRB,0.4,0.95,2,36,0.75,1000,129,284,155,186.511,30.006870734738257
NRB,0.01,0.8,2,12,0.75,1000,123,218,95,144.105,20.10004942747622
NRB,0.4,0.95,2,52,0.5,994,161,392,231,265.50804828973844,36.85734229951158
NRB,0.4,0.99,2,21,0.25,990,120,472,352,172.14242424242425,28.734180035407263
NRB,0.5,0.95,2,21,0.25,1000,191,365,174,220.871,28.254604610252144
NRB,0.175,1.0,2,12,0.25,1000,155,170,15,162.032,4.177849977013348
NRB,0.075,0.8,2,21,0.5,981,185,2237,2052,230.3170234454638,70.03145361636355
NRB,0.1,0.9,2,27,0.25,996,207,304,97,251.91365461847388,24.256348167630993
NRB,0.2,0.99,2,27,0.75,992,158,1563,1405,263.38709677419354,62.01568235991443
NRB,0.15,0.8,2,12,0.75,1000,158,300,142,202.023,41.419972055580686
NRB,0.15,0.9,2,12,0.5,1000,198,360,162,245.391,40.96317982165326
NRB,0.125,0.99,2,21,0.75,978,168,706,538,202.8926380368098,28.71541312368204
NRB,0.5,0.99,2,52,0.75,1000,199,523,324,296.883,58.58345613167878
NRB,0.4,0.95,2,18,0.75,1000,242,295,53,264.607,16.514880934850613
NRB,0.125,0.9,2,36,0.75,1000,163,338,175,246.526,34.70394340255424
NRB,0.15,0.99,2,36,0.75,1000,155,323,168,249.8,44.871700095600005
NRB,0.175,0.9,2,12,0.25,1000,145,250,105,183.4,34.71819916633571
NRB,0.4,0.8,2,21,0.25,996,154,635,481,246.8393574297189,46.19358759463342
NRB,0.15,0.99,2,21,0.25,993,146,1578,1432,199.39174219536758,66.64174056074562
NRB,0.15,0.95,2,8,0.25,1000,158,187,29,171.051,7.099916042306965
NRB,0.15,1.0,2,12,0.75,1000,174,327,153,230.629,44.07593501046855
NRB,0.025,0.8,2,12,0.75,1000,156,215,59,186.573,22.381054099004867
NRB,0.5,0.8,2,36,0.25,1000,167,398,231,241.045,34.82481504247715
NRB,0.15,0.9,2,21,0.25,1000,158,439,281,256.878,43.123018339521536
NRB,0.1,0.8,2,12,0.5,1000,153,231,78,182.543,22.47432415549456
NRB,0.2,0.8,2,52,0.75,1000,160,332,172,211.626,35.25633465255759
NRB,0.1,0.95,2,8,0.5,1000,148,171,23,158.486,6.66454951367459
NRB,0.075,0.8,2,27,0.75,965,156,1251,1095,207.04041450777203,83.29384459577939
NRB,0.05,0.95,2,18,0.75,1000,156,374,218,245.175,56.589121778869334
NRB,0.1,0.8,2,21,0.5,997,159,482,323,180.4493480441324,25.240941197315404
NRB,0.15,0.95,2,8,0.5,1000,199,241,42,212.258,13.88568501184757
NRB,0.025,0.8,2,12,0.5,1000,156,186,30,170.865,9.397610871391201
NRB,0.2,0.99,2,27,0.75,997,154,293,139,206.47743229689067,37.63637507974504
NRB,0.125,0.95,2,52,0.5,1000,226,499,273,297.33,43.68085526998203
NRB,0.025,1.0,2,8,0.75,1000,136,253,117,181.463,23.09376437380777
NRB,0.025,0.8,2,12,0.75,1000,85,195,110,130.392,29.73857290992153
NRB,0.2,0.8,2,52,0.75,1000,159,344,185,205.315,36.42994531859629
NRB,0.1,1.0,2,8,0.5,1000,217,471,254,263.484,52.307397257059236
NRB,0.025,1.0,2,8,0.75,1000,156,345,189,218.353,37.123962336738515
NRB,0.15,0.95,2,27,0.25,993,158,2066,1908,229.32729103726084,70.65242209860955
NRB,0.075,0.95,2,12,0.25,1000,192,288,96,221.075,21.438819883519663
NRB,0.175,0.8,2,18,0.25,1000,223,445,222,255.162,48.68402088868472
NRB,0.01,0.95,2,8,0.5,1000,197,442,245,273.449,55.80711274410129
NRB,0.4,0.99,2,36,0.75,1000,126,281,155,169.738,26.60001723527481
NRB,0.5,0.99,2,18,0.25,1000,163,268,105,236.319,22.46517133081613
NRB,0.1,0.95,2,18,0.5,1000,161,281,120,227.14,25.789290170291377
NRB,0.175,1.0,2,8,0.25,1000,172,249,77,215.664,23.641447121993654
NRB,0.2,0.9,2,36,0.5,1000,168,390,222,250.13,36.920756252306674
NRB,0.2,0.95,2,18,0.75,1000,168,231,63,186.356,18.431901665292134
NRB,0.4,0.8,2,36,0.25,1000,193,334,141,223.841,18.278835707857183
NRB,0.175,0.99,2,27,0.5,997,123,813,690,181.14543630892678,27.26771027846907
NRB,0.2,0.99,2,27,0.5,998,149,329,180,196.79458917835672,33.58883027644133
NRB,0.5,1.0,2,52,0.25,1000,186,472,286,295.643,39.39001299979633
NRB,0.125,1.0,2,12,0.75,1000,184,285,101,204.741,15.842439897373822
NRB,0.075,1.0,2,27,0.5,998,156,1428,1272,210.6492985971944,51.45668689673076
NRB,0.125,0.8,2,18,0.5,1000,120,200,80,163.607,32.82108734906226
NRB,0.175,0.95,2,27,0.5,995,129,854,725,201.40603015075376,41.43507155475396
NRB,0.125,1.0,2,36,0.75,1000,168,354,186,278.461,41.99812283092331
NRB,0.175,1.0,2,18,0.75,1000,158,254,96,198.081,29.82341152307822
NRB,0.4,0.99,2,52,0.5,1000,161,325,164,257.78,29.120638928629496
NRB,0.125,0.95,2,12,0.25,1000,150,287,137,199.663,39.87421954577148
NRB,0.15,1.0,2,8,0.75,1000,209,367,158,271.403,31.75391160002027
NRB,0.01,0.95,2,8,0.75,1000,193,391,198,270.345,39.61587298536273
NRB,0.1,0.9,2,18,0.75,1000,157,219,62,192.21,22.746852954185098
NRB,0.05,0.9,2,18,0.75,1000,148,196,48,168.158,17.572416618832648
NRB,0.15,0.8,2,18,0.75,1000,125,226,101,150.188,20.515739117846852
NRB,0.5,0.9,2,8,0.5,1000,161,323,162,198.567,39.96747314892336
NRB,0.2,0.95,2,18,0.25,1000,201,376,175,275.023,53.37093710932878
NRB,0.1,1.0,2,18,0.75,1000,98,283,185,205.692,40.5677072913281
NRB,0.125,0.95,2,12,0.5,1000,161,172,11,165.973,2.530350504114731
NRB,0.4,0.95,2,18,0.5,1000,137,347,210,210.603,49.25833710931354
NRB,0.15,0.8,2,18,0.5,1000,196,275,79,234.174,30.654909026898896
NRB,0.01,0.9,2,12,0.25,1000,196,243,47,212.058,16.956891583429204
NRB,0.025,0.9,2,8,0.75,1000,199,378,179,227.738,36.744653019528236
NRB,0.025,0.9,2,18,0.75,1000,160,265,105,181.526,12.626827026642946
NRB,0.125,0.8,2,36,0.75,1000,160,336,176,234.097,29.900495491389947
NRB,0.175,0.8,2,18,0.5,1000,137,316,179,243.456,47.03724658785383
NRB,0.4,1.0,2,18,0.75,1000,157,302,145,215.383,45.51879030984096
NRB,0.15,0.99,2,8,0.75,1000,155,328,173,202.526,29.168855756545305
NRB,0.125,0.8,2,36,0.75,1000,158,234,76,178.048,23.434181377996904
NRB,0.2,0.8,2,18,0.75,1000,158,608,450,225.303,25.707743562574276
NRB,0.125,0.9,2,8,0.25,1000,217,243,26,225.746,6.583831014753556
NRB,0.01,1.0,2,12,0.75,1000,145,243,98,182.687,20.113567226789648
NRB,0.1,0.99,2,36,0.75,1000,154,938,784,206.061,56.326796349401825
NRB,0.01,0.9,2,12,0.5,1000,167,260,93,249.814,10.633460136497172
NRB,0.1,0.8,2,18,0.5,1000,148,336,188,246.109,63.91192261896721
NRB,0.175,0.95,2,52,0.5,1000,164,365,201,263.19,38.21995113372942
NRB,0.175,0.99,2,8,0.25,1000,171,180,9,174.746,2.500347123048265
NRB,0.05,0.9,2,18,0.75,1000,133,263,130,187.118,36.09408343286832
NRB,0.125,1.0,2,27,0.75,993,187,564,377,282.76233635448136,41.37851329226173
NRB,0.175,1.0,2,12,0.25,1000,164,258,94,198.7,35.300341558037566
NRB,0.5,1.0,2,36,0.5,1000,184,373,189,269.374,42.40358697313457
NRB,0.4,0.95,2,36,0.75,1000,126,321,195,215.233,48.053781088244
NRB,0.125,0.9,2,12,0.75,1000,148,355,207,181.488,30.248186868121678
NRB,0.2,1.0,2,12,0.5,1000,102,227,125,155.238,35.81441089879922
NRB,0.15,0.95,2,21,0.25,991,187,714,527,273.84056508577197,60.800392154533036
NRB,0.15,0.9,2,12,0.75,1000,191,296,105,248.327,24.84744386182342
NRB,0.025,0.99,2,18,0.75,1000,178,317,139,290.348,26.696921575747673
NRB,0.4,0.9,2,12,0.5,1000,253,383,130,298.061,32.53997739902609
NRB,0.01,0.99,2,8,0.75,1000,213,392,179,267.69,35.440004146358305
NRB,0.125,0.99,2,27,0.75,992,168,395,227,200.8820564516129,33.76163252990886
NRB,0.075,0.9,2,12,0.25,1000,131,193,62,163.372,20.570774724661508
NRB,0.125,1.0,2,12,0.25,1000,208,274,66,241.713,20.622412926593118
NRB,0.1,0.8,2,52,0.75,1000,166,393,227,244.92,39.45265659131349
NRB,0.175,0.9,2,12,0.5,1000,204,311,107,244.315,23.25214909287822
NRB,0.2,0.8,2,27,0.25,1000,154,345,191,204.596,30.72146794332251
NRB,0.175,0.8,2,36,0.5,1000,157,265,108,208.473,23.86761265677684
NRB,0.025,0.99,2,18,0.75,1000,160,287,127,193.642,31.535635911335802
NRB,0.075,0.95,2,18,0.75,1000,158,188,30,170.111,3.793820247728149
NRB,0.075,0.95,2,18,0.75,1000,159,264,105,235.588,19.055796477171437
NRB,0.1,0.95,2,21,0.75,991,130,2235,2105,176.58526740665994,88.19800121938755
NRB,0.15,0.99,2,8,0.75,1000,153,283,130,162.805,9.258439052761199
NRB,0.175,0.95,2,27,0.75,995,166,2276,2110,202.15477386934674,79.1981835555279
NRB,0.05,0.8,2,8,0.75,1000,122,238,116,198.716,31.746041566708048
NRB,0.4,0.95,2,27,0.75,994,151,698,547,236.17203219315894,56.972083608287114
NRB,0.2,1.0,2,18,0.25,1000,219,294,75,253.183,24.157257379182845
NRB,0.125,1.0,2,36,0.75,1000,163,392,229,232.512,68.02198796600146
NRB,0.125,0.99,2,8,0.25,1000,154,189,35,165.046,10.978178555862735
NRB,0.4,0.95,2,12,0.25,1000,177,365,188,250.442,18.64130183581968
NRB,0.15,0.99,2,18,0.25,1000,188,300,112,233.059,28.523623825105325
NRB,0.2,0.8,2,18,0.5,1000,143,275,132,176.986,18.22849642954904
NRB,0.2,0.8,2,12,0.5,1000,162,215,53,183.28,15.807956588107505
NRB,0.5,1.0,2,36,0.5,1000,200,382,182,289.063,46.51652198754565
NRB,0.1,0.9,2,21,0.75,982,135,346,211,172.65071283095722,27.427955754699838
NRB,0.4,0.8,2,12,0.25,1000,163,445,282,284.778,48.1303152206927
NRB,0.1,0.95,2,12,0.75,1000,187,250,63,222.091,20.097627562317737
NRB,0.5,1.0,2,36,0.25,998,188,334,146,244.13927855711424,28.596940313018806
NRB,0.075,0.9,2,12,0.75,1000,154,290,136,225.568,31.798561673832427
NRB,0.175,0.8,2,21,0.25,997,116,652,536,168.2888665997994,38.13531191005479
NRB,0.125,0.9,2,27,0.25,997,245,320,75,268.3299899699097,15.23492187963608
NRB,0.05,0.95,2,12,0.75,1000,118,176,58,147.879,18.040504949108794
NRB,0.2,0.8,2,12,0.5,1000,199,329,130,221.061,22.007626283055032
NRB,0.125,0.95,2,27,0.5,994,170,371,201,243.420523138833,38.18252951612446
NRB,0.01,1.0,2,8,0.75,1000,116,280,164,159.916,48.006536758774544
NRB,0.4,0.95,2,36,0.5,1000,174,384,210,270.045,45.86009292536511
NRB,0.1,0.95,2,18,0.75,997,150,1649,1499,232.22266800401204,78.35062122977376
NRB,0.4,0.9,2,36,0.5,1000,145,323,178,218.866,44.927614387306775
NRB,0.175,0.8,2,18,0.5,1000,159,309,150,223.142,38.19157541176369
NRB,0.15,0.99,2,52,0.75,1000,162,407,245,257.572,46.29963793025246
NRB,0.075,1.0,2,27,0.75,998,163,699,536,230.7074148296593,57.38497775678493
NRB,0.175,1.0,2,21,0.5,986,132,480,348,172.41886409736307,25.209739660174915
NRB,0.075,0.99,2,12,0.75,1000,128,262,134,171.281,29.00878398948409
NRB,0.4,0.9,2,27,0.75,989,151,525,374,217.7876643073812,42.29694777400029
NRB,0.125,0.99,2,12,0.75,1000,125,181,56,150.002,19.061462046111135
NRB,0.1,0.99,2,8,0.25,1000,157,533,376,219.474,53.6573987483594
NRB,0.2,0.8,2,18,0.25,1000,154,297,143,212.961,23.79789526027079
NRB,0.075,0.8,2,27,0.5,998,164,593,429,217.73346693386773,54.402647420354825
NRB,0.15,0.99,2,36,0.25,1000,171,384,213,277.235,45.598805094278795
NRB,0.01,1.0,2,8,0.75,999,159,291,132,212.1971971971972,35.606879277126545
NRB,0.025,0.95,2,8,0.75,1000,163,233,70,184.704,22.41679943472968
NRB,0.15,1.0,2,12,0.5,1000,119,242,123,173.729,34.79741972358611
NRB,0.2,0.9,2,27,0.75,1000,158,292,134,240.371,30.834722945717207
NRB,0.1,0.9,2,27,0.5,995,156,1577,1421,233.62713567839197,68.78614592023632
NRB,0.125,1.0,2,12,0.5,1000,140,222,82,165.733,28.811904429191014
NRB,0.1,0.95,2,27,0.75,1000,160,274,114,197.653,27.96187507048584
NRB,0.4,1.0,2,8,0.5,1000,173,432,259,275.091,36.144226705300035
NRB,0.2,0.99,2,36,0.75,988,162,342,180,236.2742914979757,40.43893750669976
NRB,0.075,0.9,2,21,0.5,995,166,452,286,244.61306532663318,32.264563260722824
NRB,0.05,0.99,2,12,0.25,1000,200,312,112,267.139,34.13069855106372
NRB,0.2,1.0,2,18,0.75,1000,198,314,116,251.758,28.135583289618275
NRB,0.15,0.99,2,18,0.5,1000,162,269,107,238.298,23.23413482402607
NRB,0.4,0.9,2,27,0.5,994,157,504,347,263.01509054325953,45.576256314216785
NRB,0.075,0.95,2,27,0.75,1000,131,343,212,208.01,37.145574348685116
NRB,0.175,0.9,2,27,0.75,1000,119,259,140,166.416,22.67375229297178
NRB,0.05,1.0,2,12,0.75,1000,161,248,87,214.622,27.60295344775698
NRB,0.075,0.99,2,12,0.75,1000,167,236,69,192.905,25.9562266267788
NRB,0.05,0.99,2,18,0.25,1000,122,268,146,217.431,26.091032577898886
NRB,0.075,0.95,2,21,0.5,991,166,488,322,217.452068617558,29.974896454094228
NRB,0.05,0.9,2,8,0.25,1000,156,655,499,249.031,69.025709613068
NRB,0.2,0.99,2,18,0.75,1000,158,267,109,211.444,29.16418031444418
NRB,0.15,1.0,2,12,0.75,1000,167,292,125,216.984,31.572972565100624
NRB,0.05,1.0,2,12,0.25,1000,140,264,124,166.757,26.892548413271662
NRB,0.125,0.99,2,12,0.5,1000,136,203,67,158.762,15.632201435553526
NRB,0.2,0.9,2,21,0.5,987,162,495,333,182.14893617021278,21.641723712693743
NRB,0.01,0.99,2,8,0.5,1000,177,396,219,237.892,57.002417594446044
NRB,0.2,1.0,2,18,0.25,1000,212,323,111,259.845,31.93391222117562
NRB,0.075,1.0,2,52,0.75,1000,155,354,199,250.646,42.7167813324858
NRB,0.1,1.0,2,18,0.75,1000,171,446,275,267.355,46.91285315125047
NRB,0.1,0.99,2,8,0.5,1000,205,309,104,282.454,20.7534717719853
NRB,0.05,0.95,2,18,0.75,1000,116,207,91,174.858,8.071244078887776
NRB,0.5,1.0,2,52,0.25,1000,196,643,447,306.263,80.63482998560117
NRB,0.5,0.95,2,36,0.25,1000,172,285,113,192.209,14.40759861662928
NRB,0.15,0.8,2,18,0.25,1000,151,244,93,209.38,26.86598930583762
NRB,0.175,0.95,2,12,0.75,1000,123,294,171,174.772,35.58637950686198
NRB,0.125,0.9,2,36,0.25,999,204,379,175,283.5155155155155,41.40364758782326
NRB,0.4,0.8,2,36,0.5,1000,159,365,206,215.227,34.05456187038947
NRB,0.01,1.0,2,8,0.5,1000,149,240,91,172.92,22.696050553140534
NRB,0.4,0.95,2,27,0.25,997,203,378,175,246.9568706118355,27.70602172807013
NRB,0.175,1.0,2,18,0.25,1000,160,309,149,212.457,44.61056212662258
NRB,0.175,0.95,2,36,0.75,1000,164,270,106,204.547,36.41845816471498
NRB,0.125,0.99,2,52,0.75,1000,132,387,255,261.614,36.64027174453696
NRB,0.5,0.8,2,21,0.25,1000,210,328,118,251.211,25.070880080843352
NRB,0.1,1.0,2,8,0.75,1000,163,188,25,170.674,6.863879139148419
NRB,0.175,1.0,2,18,0.5,1000,207,458,251,250.866,41.8815485399968
NRB,0.05,0.8,2,18,0.25,1000,161,270,109,242.208,29.534539526206007
NRB,0.2,1.0,2,36,0.75,1000,124,332,208,161.717,32.37636700033128
NRB,0.075,1.0,2,27,0.75,999,164,419,255,248.01301301301302,34.88304005958236
NRB,0.175,0.9,2,27,0.75,994,157,414,257,190.182092555332,24.810217035181587
NRB,0.125,0.99,2,12,0.5,1000,114,185,71,134.974,22.76663443822217
NRB,0.01,1.0,2,12,0.75,1000,131,171,40,150.108,11.078134367349994
NRB,0.5,1.0,2,52,0.5,1000,157,390,233,250.095,49.117986029066294
NRB,0.1,0.8,2,27,0.5,1000,154,278,124,174.73,22.29273572413368
NRB,0.2,0.95,2,27,0.75,1000,124,378,254,160.209,30.17173599003963
NRB,0.175,0.9,2,36,0.5,1000,125,238,113,190.48,28.382338824648635
NRB,0.175,0.8,2,21,0.25,999,190,407,217,234.98298298298297,41.25409690847903
NRB,0.025,1.0,2,21,0.25,993,162,596,434,184.72406847935548,25.04641648204549
NRB,0.075,0.99,2,8,0.5,1000,185,366,181,262.806,14.550329071058018
